Time (s);FP1;FP2;F3;F4;F7;F8;Sampling Rate
7.1582031250e-001;-4.5332892995e-008;2.4018738110e-009;-5.2996366406e-008;-2.4434569923e-008;-4.9559762516e-008;-6.9881991749e-008;
7.1972656250e-001;-4.5398806492e-008;2.4119319875e-009;-5.3079268980e-008;-2.4487029293e-008;-4.9490068932e-008;-6.9826000981e-008;
7.2363281250e-001;-4.5400483373e-008;2.4085793360e-009;-5.3185015503e-008;-2.4475562910e-008;-4.9484995657e-008;-6.9850543127e-008;
7.2753906250e-001;-4.5354504152e-008;2.4374129381e-009;-5.3034007408e-008;-2.4370352847e-008;-4.9437296923e-008;-6.9761959764e-008;
7.3144531250e-001;-4.5229292311e-008;2.4775343999e-009;-5.2862745292e-008;-2.4395587772e-008;-4.9448740214e-008;-6.9607850151e-008;
7.3535156250e-001;-4.5296054907e-008;2.4441184632e-009;-5.2888520230e-008;-2.4348873140e-008;-4.9445208816e-008;-6.9548747206e-008;
7.3925781250e-001;-4.5401556292e-008;2.4551156663e-009;-5.2983402554e-008;-2.4329136039e-008;-4.9416755132e-008;-6.9535268210e-008;
7.4316406250e-001;-4.5393420578e-008;2.4434703150e-009;-5.3028283986e-008;-2.4339305682e-008;-4.9382489209e-008;-6.9435337480e-008;
7.4707031250e-001;-4.5284902939e-008;2.4471584759e-009;-5.2921642180e-008;-2.4359623652e-008;-4.9386446932e-008;-6.9374692657e-008;
7.5195312500e-001;-4.5384144443e-008;2.3624899814e-009;-5.2895536840e-008;-2.4322162062e-008;-4.9382713030e-008;-6.9323753848e-008;
7.5585937500e-001;-4.5317268160e-008;2.4556521261e-009;-5.2901928171e-008;-2.4271736621e-008;-4.9250772349e-008;-6.9116779855e-008;
7.5976562500e-001;-4.5303544027e-008;2.4839492685e-009;-5.2754185020e-008;-2.4145046851e-008;-4.9244444966e-008;-6.9024622462e-008;
7.6367187500e-001;-4.5356784995e-008;2.3942070548e-009;-5.2828259101e-008;-2.4217936101e-008;-4.9253856105e-008;-6.8921629293e-008;
7.6757812500e-001;-4.5401243653e-008;2.4281370248e-009;-5.2766186087e-008;-2.4167979618e-008;-4.9207276476e-008;-6.8854369317e-008;
7.7148437500e-001;-4.5353925060e-008;2.4558755030e-009;-5.2713659215e-008;-2.4245652597e-008;-4.9170775895e-008;-6.8727544544e-008;
7.7539062500e-001;-4.5279580974e-008;2.5127384617e-009;-5.2553531305e-008;-2.4062076776e-008;-4.9138989766e-008;-6.8567864275e-008;
7.7929687500e-001;-4.5284121342e-008;2.4909678764e-009;-5.2391527561e-008;-2.4061227677e-008;-4.9123634938e-008;-6.8421151411e-008;
7.8320312500e-001;-4.5307746888e-008;2.4657103026e-009;-5.2359162339e-008;-2.4115788477e-008;-4.9065342012e-008;-6.8251701180e-008;
7.8710937500e-001;-4.5330210696e-008;2.4368542739e-009;-5.2314682364e-008;-2.4048688374e-008;-4.9025981497e-008;-6.8112022689e-008;
7.9199218750e-001;-4.5333269583e-008;2.4003761201e-009;-5.2243493087e-008;-2.3955795569e-008;-4.9005461022e-008;-6.7908267454e-008;
7.9589843750e-001;-4.5354795475e-008;2.4537298859e-009;-5.2168925180e-008;-2.3984249253e-008;-4.8960178134e-008;-6.7760339562e-008;
7.9980468750e-001;-4.5361748136e-008;2.4397153187e-009;-5.2026724262e-008;-2.3983220743e-008;-4.8940641761e-008;-6.7716264596e-008;
8.0371093750e-001;-4.5413088401e-008;2.3780468705e-009;-5.1999343498e-008;-2.3998754983e-008;-4.8939792663e-008;-6.7594420727e-008;
8.0761718750e-001;-4.5432155815e-008;2.3052919573e-009;-5.2051579047e-008;-2.3889096923e-008;-4.8922089491e-008;-6.7518158176e-008;
8.1152343750e-001;-4.5437563045e-008;2.3687485307e-009;-5.2127060002e-008;-2.4034584101e-008;-4.9013753056e-008;-6.7707972562e-008;
8.1542968750e-001;-4.5454125797e-008;2.3293422746e-009;-5.2295170860e-008;-2.4302023505e-008;-4.9117332424e-008;-6.7889246225e-008;
8.1933593750e-001;-4.5327528397e-008;2.5049375907e-009;-5.2249035321e-008;-2.3981632680e-008;-4.9131525515e-008;-6.7989290642e-008;
8.2324218750e-001;-4.5334523691e-008;2.5186392971e-009;-5.2233836811e-008;-2.4105707652e-008;-4.9241204891e-008;-6.8249981666e-008;
8.2714843750e-001;-4.5382670066e-008;2.3918378389e-009;-5.2315577648e-008;-2.4201664672e-008;-4.9321872808e-008;-6.8493811511e-008;
8.3105468750e-001;-4.5368697243e-008;2.4737345505e-009;-5.2486118562e-008;-2.4262527987e-008;-4.9396952306e-008;-6.8547748810e-008;
8.3593750000e-001;-4.5405197824e-008;2.3255424253e-009;-5.2615849455e-008;-2.4246366692e-008;-4.9478067865e-008;-6.8744128612e-008;
8.3984375000e-001;-4.5440469165e-008;2.2955912726e-009;-5.2778233339e-008;-2.4409356314e-008;-4.9530257229e-008;-6.8835525724e-008;
8.4375000000e-001;-4.5330455833e-008;2.4828317180e-009;-5.2811987672e-008;-2.4346078931e-008;-4.9478089181e-008;-6.9002162206e-008;
8.4765625000e-001;-4.5244309632e-008;2.6088062821e-009;-5.2760128710e-008;-2.4169567681e-008;-4.9573330330e-008;-6.9195010610e-008;
8.5156250000e-001;-4.5273367277e-008;2.7110207412e-009;-5.2642693760e-008;-2.4310450542e-008;-4.9672348013e-008;-6.9071155906e-008;
8.5546875000e-001;-4.5326924436e-008;2.4337474258e-009;-5.2873520673e-008;-2.4436872081e-008;-4.9685738190e-008;-6.9291459681e-008;
8.5937500000e-001;-4.5299991314e-008;2.6040452017e-009;-5.3015497770e-008;-2.4388144837e-008;-4.9714884653e-008;-6.9130884128e-008;
8.6328125000e-001;-4.5324153319e-008;2.5625157551e-009;-5.2921464544e-008;-2.4299296797e-008;-4.9748390296e-008;-6.9416849158e-008;
8.6718750000e-001;-4.5456161502e-008;2.2017139223e-009;-5.3183224935e-008;-2.4445633073e-008;-4.9829434801e-008;-6.9380284629e-008;
8.7109375000e-001;-4.5265412751e-008;2.3178312603e-009;-5.3283965684e-008;-2.4450908853e-008;-4.9697202797e-008;-6.9467922970e-008;
8.7597656250e-001;-4.5146165917e-008;2.7109312573e-009;-5.2947637386e-008;-2.4323883352e-008;-4.9770985555e-008;-6.9771978417e-008;
8.7988281250e-001;-4.5253116809e-008;2.6656914454e-009;-5.2977366494e-008;-2.4458396197e-008;-4.9912316058e-008;-6.9922045043e-008;
8.8378906250e-001;-4.5388816261e-008;2.3682120709e-009;-5.3231058672e-008;-2.4480144134e-008;-4.9907914246e-008;-6.9894504406e-008;
8.8769531250e-001;-4.5410562421e-008;2.1144750395e-009;-5.3386180809e-008;-2.4487698980e-008;-4.9894612886e-008;-6.9827159166e-008;
8.9160156250e-001;-4.5142297012e-008;2.8332176605e-009;-5.3187449112e-008;-2.4248043573e-008;-4.9881805353e-008;-6.9848127282e-008;
8.9550781250e-001;-4.5235371005e-008;2.5652648894e-009;-5.3251266507e-008;-2.4557236245e-008;-4.9960952708e-008;-6.9923679291e-008;
8.9941406250e-001;-4.5141270277e-008;2.8604196789e-009;-5.3186848703e-008;-2.4381371588e-008;-4.9965962035e-008;-6.9981368256e-008;
9.0332031250e-001;-4.5086263611e-008;2.9353650621e-009;-5.2997258138e-008;-2.4409043675e-008;-4.9998615026e-008;-7.0288990628e-008;
9.0722656250e-001;-4.5172068752e-008;2.4222137629e-009;-5.3123322630e-008;-2.4480748095e-008;-5.0026756071e-008;-7.0195767421e-008;
9.1113281250e-001;-4.5355957212e-008;2.4226831652e-009;-5.3378691689e-008;-2.4435530932e-008;-5.0021146336e-008;-7.0006464625e-008;
9.1503906250e-001;-4.5297731788e-008;2.6802422504e-009;-5.3776822995e-008;-2.4487363248e-008;-4.9815803038e-008;-6.9943794756e-008;
9.1992187500e-001;-4.5167890761e-008;2.6947710730e-009;-5.3418119705e-008;-2.4589176917e-008;-4.9905789723e-008;-7.0212351488e-008;
9.2382812500e-001;-4.5169297636e-008;2.7322548668e-009;-5.3264407995e-008;-2.4560343093e-008;-4.9915289679e-008;-7.0195298463e-008;
9.2773437500e-001;-4.5321336017e-008;2.5555644267e-009;-5.3309221926e-008;-2.4481909833e-008;-4.9988692297e-008;-7.0111745742e-008;
9.3164062500e-001;-4.5307096741e-008;2.6355835292e-009;-5.3193261351e-008;-2.4342659444e-008;-5.0017749942e-008;-6.9997547314e-008;
9.3554687500e-001;-4.5128441428e-008;2.7653577206e-009;-5.3123233812e-008;-2.4340558014e-008;-4.9984421935e-008;-7.0291562793e-008;
9.3945312500e-001;-4.5290690309e-008;2.5921318425e-009;-5.3284392010e-008;-2.4285817801e-008;-4.9920050316e-008;-7.0271070740e-008;
9.4335937500e-001;-4.5221600686e-008;2.6736262093e-009;-5.3332783523e-008;-2.4358863371e-008;-4.9822975967e-008;-7.0020391263e-008;
9.4726562500e-001;-4.5063508480e-008;2.9744806618e-009;-5.3023455848e-008;-2.4438213231e-008;-4.9932054935e-008;-7.0159686061e-008;
9.5117187500e-001;-4.5020012607e-008;2.8041380329e-009;-5.3092211516e-008;-2.4467828652e-008;-4.9809877112e-008;-7.0047725842e-008;
9.5507812500e-001;-4.5180474473e-008;2.9559288350e-009;-5.2955329011e-008;-2.4411054511e-008;-4.9956149439e-008;-7.0021556553e-008;
9.5996093750e-001;-4.5132889426e-008;2.8188456014e-009;-5.3206850481e-008;-2.4466912052e-008;-4.9832454607e-008;-6.9966816341e-008;
9.6386718750e-001;-4.5057092279e-008;2.9102864563e-009;-5.2765024350e-008;-2.4355376382e-008;-4.9889695930e-008;-6.9855389029e-008;
9.6777343750e-001;-4.5259422876e-008;2.7627427013e-009;-5.2952266572e-008;-2.4380790720e-008;-4.9915936273e-008;-6.9819051873e-008;
9.7167968750e-001;-4.5343909960e-008;2.5323856345e-009;-5.3072852779e-008;-2.4496014106e-008;-4.9778162037e-008;-6.9705414774e-008;
9.7558593750e-001;-4.5067263699e-008;2.8489757220e-009;-5.2916369953e-008;-2.4321714420e-008;-4.9588013695e-008;-6.9603913744e-008;
9.7949218750e-001;-4.5123723424e-008;2.8246793793e-009;-5.2979512333e-008;-2.4342659444e-008;-4.9684103942e-008;-6.9613548703e-008;
9.8339843750e-001;-4.5109395330e-008;2.7315842921e-009;-5.2844374210e-008;-2.4396147325e-008;-4.9696801341e-008;-6.9531964186e-008;
9.8730468750e-001;-4.5141629101e-008;2.7500244304e-009;-5.2670007022e-008;-2.4336154425e-008;-4.9758135390e-008;-6.9376838496e-008;
9.9121093750e-001;-4.5141248961e-008;2.6394504360e-009;-5.2660261929e-008;-2.4308773661e-008;-4.9631040611e-008;-6.9244897816e-008;
9.9511718750e-001;-4.5116525627e-008;2.8417113107e-009;-5.2513748017e-008;-2.4256314290e-008;-4.9665107582e-008;-6.9107372269e-008;
9.9902343750e-001;-4.5136083315e-008;2.8596822688e-009;-5.2443272835e-008;-2.4266864074e-008;-4.9618012810e-008;-6.9031798944e-008;
1.0039062500e+000;-4.5084920686e-008;2.8647784145e-009;-5.2329568234e-008;-2.4179469094e-008;-4.9576303951e-008;-6.8869795200e-008;
1.0078125000e+000;-4.5144176397e-008;2.7360322896e-009;-5.2420851659e-008;-2.4190823567e-008;-4.9528225077e-008;-6.8812077814e-008;
1.0117187500e+000;-4.5132953375e-008;2.7449507112e-009;-5.2247067117e-008;-2.4131033172e-008;-4.9468969365e-008;-6.8667063147e-008;
1.0156250000e+000;-4.5129937121e-008;2.7337077046e-009;-5.2192262956e-008;-2.4114379826e-008;-4.9453657169e-008;-6.8560311206e-008;
1.0195312500e+000;-4.5158078166e-008;2.6709663370e-009;-5.2211440504e-008;-2.4156491918e-008;-4.9383228173e-008;-6.8520236596e-008;
1.0234375000e+000;-4.5200994947e-008;2.6586057800e-009;-5.2229186309e-008;-2.4162817525e-008;-4.9364274446e-008;-6.8490592753e-008;
1.0273437500e+000;-4.5225625911e-008;2.6747886128e-009;-5.2203414924e-008;-2.4133580467e-008;-4.9406093439e-008;-6.8456060376e-008;
1.0312500000e+000;-4.5229089807e-008;2.6844444445e-009;-5.2240118009e-008;-2.4152781108e-008;-4.9403457325e-008;-6.8473809733e-008;
1.0351562500e+000;-4.5228887302e-008;2.6915523144e-009;-5.2215550994e-008;-2.4141291632e-008;-4.9394270007e-008;-6.8469248049e-008;
1.0390625000e+000;-4.5228887302e-008;2.6999118496e-009;-5.2238462445e-008;-2.4154122258e-008;-4.9435396221e-008;-6.8523455354e-008;
1.0439453125e+000;-4.5233111479e-008;2.6921558316e-009;-5.2308401166e-008;-2.4199943383e-008;-4.9462620666e-008;-6.8642073359e-008;
1.0478515625e+000;-4.5237808166e-008;2.6864561686e-009;-5.2404601547e-008;-2.4255799147e-008;-4.9491209353e-008;-6.8779129947e-008;
1.0517578125e+000;-4.5221892009e-008;2.6943463016e-009;-5.2452815424e-008;-2.4282510225e-008;-4.9504443211e-008;-6.8870754433e-008;
1.0556640625e+000;-4.5213354838e-008;2.7068631780e-009;-5.2497252767e-008;-2.4296950230e-008;-4.9549210956e-008;-6.8967068501e-008;
1.0595703125e+000;-4.5209642252e-008;2.7101265676e-009;-5.2576687892e-008;-2.4321380465e-008;-4.9591324824e-008;-6.9083476717e-008;
1.0634765625e+000;-4.5207073640e-008;2.7145075077e-009;-5.2631005332e-008;-2.4339977145e-008;-4.9598206431e-008;-6.9187613860e-008;
1.0673828125e+000;-4.5211699273e-008;2.7095454769e-009;-5.2642224802e-008;-2.4342748262e-008;-4.9627825405e-008;-6.9240250866e-008;
1.0712890625e+000;-4.5164650686e-008;2.7433189054e-009;-5.2626869973e-008;-2.4320216951e-008;-4.9606946106e-008;-6.9262199531e-008;
1.0751953125e+000;-4.5163911722e-008;2.7548301418e-009;-5.2644594462e-008;-2.4316015867e-008;-4.9661821322e-008;-6.9315618134e-008;
1.0791015625e+000;-4.5168984997e-008;2.7505833167e-009;-5.2707356701e-008;-2.4350995886e-008;-4.9700599192e-008;-6.9405764691e-008;
1.0839843750e+000;-4.5164025408e-008;2.7515891787e-009;-5.2739590473e-008;-2.4365345297e-008;-4.9724427242e-008;-6.9461819407e-008;
1.0878906250e+000;-4.5167464435e-008;2.7515667522e-009;-5.2764622893e-008;-2.4371962226e-008;-4.9748209108e-008;-6.9513966139e-008;
1.0917968750e+000;-4.5167869445e-008;2.7725997054e-009;-5.2800050554e-008;-2.4374175567e-008;-4.9797876045e-008;-6.9569068728e-008;
1.0957031250e+000;-4.5168203400e-008;2.7806239533e-009;-5.2829935981e-008;-2.4383115971e-008;-4.9836611282e-008;-6.9636122646e-008;
1.0996093750e+000;-4.5164181728e-008;2.7671906988e-009;-5.2860443134e-008;-2.4414497091e-008;-4.9863725593e-008;-6.9707873251e-008;
1.1035156250e+000;-4.5156177464e-008;2.7675259862e-009;-5.2881276247e-008;-2.4434077872e-008;-4.9887439957e-008;-6.9752957188e-008;
1.1074218750e+000;-4.5141604232e-008;2.7820770132e-009;-5.2913328830e-008;-2.4437586177e-008;-4.9909814948e-008;-6.9808073988e-008;
1.1113281250e+000;-4.5152891204e-008;2.7965161298e-009;-5.2963621044e-008;-2.4453500558e-008;-4.9935650281e-008;-6.9882418074e-008;
1.1152343750e+000;-4.5164583184e-008;2.7950186610e-009;-5.3012726653e-008;-2.4473617799e-008;-4.9948795322e-008;-6.9956534787e-008;
1.1191406250e+000;-4.5162035889e-008;2.7834403671e-009;-5.3037894077e-008;-2.4472544879e-008;-4.9958764237e-008;-6.9987649454e-008;
1.1230468750e+000;-4.5155239548e-008;2.7804005764e-009;-5.3075378759e-008;-2.4473104432e-008;-4.9962562088e-008;-7.0030274912e-008;
1.1279296875e+000;-4.5157026562e-008;2.7844908601e-009;-5.3122874988e-008;-2.4490493189e-008;-4.9954582693e-008;-7.0096476179e-008;
1.1318359375e+000;-4.5163240259e-008;2.7872177899e-009;-5.3176879788e-008;-2.4509649421e-008;-4.9971728089e-008;-7.0158797882e-008;
1.1357421875e+000;-4.5153115025e-008;2.7957784976e-009;-5.3200636785e-008;-2.4509558827e-008;-4.9973472471e-008;-7.0184412948e-008;
1.1396484375e+000;-4.5135504223e-008;2.8141740049e-009;-5.3193442540e-008;-2.4485084182e-008;-4.9966072169e-008;-7.0188008294e-008;
1.1435546875e+000;-4.5119811887e-008;2.8242099770e-009;-5.3194870731e-008;-2.4476300098e-008;-4.9956216941e-008;-7.0219478232e-008;
1.1474609375e+000;-4.5129894488e-008;2.8053896983e-009;-5.3242839471e-008;-2.4515236063e-008;-4.9979036021e-008;-7.0290248289e-008;
1.1513671875e+000;-4.5130338577e-008;2.8152244980e-009;-5.3241834053e-008;-2.4518611141e-008;-4.9980982908e-008;-7.0300707478e-008;
1.1552734375e+000;-4.5123677239e-008;2.8268920538e-009;-5.3244225029e-008;-2.4516376484e-008;-4.9984535622e-008;-7.0333207702e-008;
1.1591796875e+000;-4.5109104008e-008;2.8278086539e-009;-5.3268205846e-008;-2.4527238907e-008;-5.0002661567e-008;-7.0395898888e-008;
1.1630859375e+000;-4.5095493562e-008;2.8319213641e-009;-5.3286758117e-008;-2.4544762667e-008;-5.0012094022e-008;-7.0443242350e-008;
1.1679687500e+000;-4.5093660361e-008;2.8447064704e-009;-5.3264319178e-008;-2.4537991195e-008;-5.0010910968e-008;-7.0442105482e-008;
1.1718750000e+000;-4.5090128964e-008;2.8547200159e-009;-5.3242526832e-008;-2.4516756625e-008;-5.0012943120e-008;-7.0438751720e-008;
1.1757812500e+000;-4.5109484148e-008;2.8405937602e-009;-5.3260830413e-008;-2.4519126285e-008;-5.0018151398e-008;-7.0468992419e-008;
1.1796875000e+000;-4.5084405542e-008;2.8207229885e-009;-5.3289554103e-008;-2.4537364141e-008;-5.0024141274e-008;-7.0524109219e-008;
1.1835937500e+000;-4.5068045296e-008;2.8187561174e-009;-5.3298204961e-008;-2.4545679267e-008;-5.0037261445e-008;-7.0547379494e-008;
1.1875000000e+000;-4.5096768986e-008;2.8242324035e-009;-5.3295767799e-008;-2.4537454735e-008;-5.0049152378e-008;-7.0541815944e-008;
1.1914062500e+000;-4.5110962077e-008;2.8529767437e-009;-5.3278267131e-008;-2.4502362805e-008;-5.0039879795e-008;-7.0511596562e-008;
1.1953125000e+000;-4.5110759572e-008;2.8719979728e-009;-5.3282512624e-008;-2.4482670113e-008;-5.0023473364e-008;-7.0502117921e-008;
1.1992187500e+000;-4.5096722801e-008;2.8829503229e-009;-5.3262464661e-008;-2.4466956461e-008;-4.9997701979e-008;-7.0469212687e-008;
1.2031250000e+000;-4.5078909494e-008;2.9084537001e-009;-5.3218631280e-008;-2.4423124856e-008;-4.9964420157e-008;-7.0393106455e-008;
1.2070312500e+000;-4.5085414513e-008;2.9027762416e-009;-5.3221850038e-008;-2.4419080091e-008;-4.9959904658e-008;-7.0367697447e-008;
1.2119140625e+000;-4.5089212364e-008;2.8921816053e-009;-5.3224667340e-008;-2.4425025558e-008;-4.9948482683e-008;-7.0352228931e-008;
1.2158203125e+000;-4.5107629632e-008;2.8687570097e-009;-5.3232490416e-008;-2.4443956192e-008;-4.9951676573e-008;-7.0339218894e-008;
1.2197265625e+000;-4.5052981790e-008;2.9119628930e-009;-5.3153609514e-008;-2.4378756791e-008;-4.9885159115e-008;-7.0217716086e-008;
1.2236328125e+000;-4.5069409538e-008;2.9094595622e-009;-5.3134009192e-008;-2.4380501173e-008;-4.9890321208e-008;-7.0165299348e-008;
1.2275390625e+000;-4.5125066350e-008;2.8527755713e-009;-5.3148447421e-008;-2.4418900679e-008;-4.9912138422e-008;-7.0163956423e-008;
1.2314453125e+000;-4.5119051606e-008;2.8393196683e-009;-5.3128061950e-008;-2.4415681921e-008;-4.9885382936e-008;-7.0120258044e-008;
1.2353515625e+000;-4.5100119195e-008;2.8641078398e-009;-5.3043393677e-008;-2.4364251061e-008;-4.9822016734e-008;-7.0001078711e-008;
1.2392578125e+000;-4.5134854076e-008;2.8330389146e-009;-5.3014648671e-008;-2.4365279572e-008;-4.9801361257e-008;-6.9937023284e-008;
1.2431640625e+000;-4.5100051693e-008;2.8754625347e-009;-5.2942027651e-008;-2.4293864698e-008;-4.9741348818e-008;-6.9823364868e-008;
1.2470703125e+000;-4.5105394975e-008;2.8688686982e-009;-5.2910579029e-008;-2.4277012400e-008;-4.9712379990e-008;-6.9760510257e-008;
1.2519531250e+000;-4.5104211921e-008;2.8587656686e-009;-5.2835613218e-008;-2.4238007157e-008;-4.9669399260e-008;-6.9644102041e-008;
1.2558593750e+000;-4.5064940224e-008;2.8664770557e-009;-5.2746784718e-008;-2.4194243053e-008;-4.9603816166e-008;-6.9524901392e-008;
1.2597656250e+000;-4.5140399862e-008;2.7765336696e-009;-5.2756821134e-008;-2.4241025187e-008;-4.9622883580e-008;-6.9509653144e-008;
1.2636718750e+000;-4.5165275964e-008;2.7691799964e-009;-5.2725550148e-008;-2.4232576834e-008;-4.9593513296e-008;-6.9429120231e-008;
1.2675781250e+000;-4.5134697757e-008;2.8105306971e-009;-5.2636277559e-008;-2.4167421842e-008;-4.9523350754e-008;-6.9263180080e-008;
1.2714843750e+000;-4.5212011912e-008;2.7359206012e-009;-5.2632678660e-008;-2.4204279470e-008;-4.9516980738e-008;-6.9197291452e-008;
1.2753906250e+000;-4.5221533185e-008;2.7141275893e-009;-5.2589967936e-008;-2.4177031932e-008;-4.9473754871e-008;-6.9079945320e-008;
1.2792968750e+000;-4.5169141316e-008;2.7772266709e-009;-5.2510529258e-008;-2.4088967265e-008;-4.9392191670e-008;-6.8902849648e-008;
1.2832031250e+000;-4.5235751145e-008;2.7079809506e-009;-5.2496336167e-008;-2.4113910868e-008;-4.9370509458e-008;-6.8819765886e-008;
1.2871093750e+000;-4.5253141678e-008;2.6352482418e-009;-5.2462919342e-008;-2.4130518028e-008;-4.9333340968e-008;-6.8723991831e-008;
1.2919921875e+000;-4.5246636660e-008;2.6293474065e-009;-5.2408292817e-008;-2.4094598317e-008;-4.9284054171e-008;-6.8585187307e-008;
1.2958984375e+000;-4.5324284770e-008;2.5961774952e-009;-5.2406168294e-008;-2.4100030416e-008;-4.9274508029e-008;-6.8480801474e-008;
1.2998046875e+000;-4.5341273847e-008;2.6082473958e-009;-5.2322437938e-008;-2.4033086632e-008;-4.9213625175e-008;-6.8276015952e-008;
1.3037109375e+000;-4.5386201464e-008;2.5826545347e-009;-5.2213607660e-008;-2.3960645024e-008;-4.9155531201e-008;-6.8044499812e-008;
1.3076171875e+000;-4.5478579125e-008;2.4856927627e-009;-5.2191612809e-008;-2.3979218611e-008;-4.9158124682e-008;-6.7941414272e-008;
1.3115234375e+000;-4.5555918149e-008;2.4318249636e-009;-5.2185200161e-008;-2.3990551767e-008;-4.9154817106e-008;-6.7851487984e-008;
1.3154296875e+000;-4.5554397587e-008;2.4641457763e-009;-5.2163851905e-008;-2.3945670335e-008;-4.9119321943e-008;-6.7743826548e-008;
1.3193359375e+000;-4.5587409403e-008;2.4717898839e-009;-5.2173778187e-008;-2.3931386650e-008;-4.9124462720e-008;-6.7706807272e-008;
1.3232421875e+000;-4.5670244475e-008;2.4146364908e-009;-5.2273556150e-008;-2.3986059361e-008;-4.9192298235e-008;-6.7811683380e-008;
1.3271484375e+000;-4.5669551696e-008;2.4195316861e-009;-5.2356547542e-008;-2.4008835808e-008;-4.9235772792e-008;-6.7942956150e-008;
1.3310546875e+000;-4.5681353811e-008;2.4160224932e-009;-5.2487930446e-008;-2.4066055815e-008;-4.9291674742e-008;-6.8152907318e-008;
1.3359375000e+000;-4.5750688571e-008;2.3978952157e-009;-5.2625974689e-008;-2.4133424148e-008;-4.9384301093e-008;-6.8347517868e-008;
1.3398437500e+000;-4.5767968970e-008;2.4145023758e-009;-5.2725955157e-008;-2.4158101297e-008;-4.9437410610e-008;-6.8511091911e-008;
1.3437500000e+000;-4.5713942853e-008;2.4747404126e-009;-5.2786973015e-008;-2.4146455502e-008;-4.9456229334e-008;-6.8637625361e-008;
1.3476562500e+000;-4.5699660944e-008;2.5068822573e-009;-5.2882327850e-008;-2.4178261171e-008;-4.9516845735e-008;-6.8777929130e-008;
1.3515625000e+000;-4.5704577900e-008;2.5253223956e-009;-5.2936687922e-008;-2.4184229730e-008;-4.9552163262e-008;-6.8847441526e-008;
1.3554687500e+000;-4.5682025274e-008;2.5854485219e-009;-5.2921151905e-008;-2.4144846122e-008;-4.9557034032e-008;-6.8867223035e-008;
1.3593750000e+000;-4.5727286846e-008;2.5631414768e-009;-5.2974058917e-008;-2.4194534376e-008;-4.9613742448e-008;-6.8968518008e-008;
