Time (s);FP1;FP2;F3;F4;F7;F8;Sampling Rate
3.5835937500e+001;-4.5197058540e-008;3.3764768759e-009;-5.3533188549e-008;-2.2249395215e-008;-5.0518899286e-008;-6.8807921139e-008;
3.5839843750e+001;-4.5219209710e-008;3.3694136370e-009;-5.3558043334e-008;-2.2249418308e-008;-5.0535504670e-008;-6.8796346397e-008;
3.5843750000e+001;-4.5227658063e-008;3.3549520939e-009;-5.3604868100e-008;-2.2254983634e-008;-5.0543931707e-008;-6.8841941925e-008;
3.5847656250e+001;-4.5196813403e-008;3.3685643164e-009;-5.3600153649e-008;-2.2227467866e-008;-5.0547239283e-008;-6.8842005874e-008;
3.5851562500e+001;-4.5190443387e-008;3.3719393944e-009;-5.3610794026e-008;-2.2198657135e-008;-5.0561947518e-008;-6.8840442680e-008;
3.5855468750e+001;-4.5211141497e-008;3.3322873350e-009;-5.3644075848e-008;-2.2223355600e-008;-5.0576005606e-008;-6.8883920790e-008;
3.5859375000e+001;-4.5188567555e-008;3.3651668119e-009;-5.3632206232e-008;-2.2202904404e-008;-5.0560895914e-008;-6.8868409642e-008;
3.5863281250e+001;-4.5174530783e-008;3.3949616451e-009;-5.3608310679e-008;-2.2169286851e-008;-5.0535035712e-008;-6.8827588962e-008;
3.5867187500e+001;-4.5175937657e-008;3.3926594867e-009;-5.3620023976e-008;-2.2167498059e-008;-5.0547932062e-008;-6.8833138300e-008;
3.5871093750e+001;-4.5207652732e-008;3.3704865565e-009;-5.3630998309e-008;-2.2178474168e-008;-5.0532577234e-008;-6.8843057477e-008;
3.5875976563e+001;-4.5223771394e-008;3.3431057922e-009;-5.3663004707e-008;-2.2203485273e-008;-5.0567155796e-008;-6.8879579374e-008;
3.5879882813e+001;-4.5216147271e-008;3.3274147881e-009;-5.3659029220e-008;-2.2212024220e-008;-5.0597776635e-008;-6.8880630977e-008;
3.5883789063e+001;-4.5199875842e-008;3.3498335217e-009;-5.3621164398e-008;-2.2187123250e-008;-5.0594714196e-008;-6.8844578038e-008;
3.5887695313e+001;-4.5172448893e-008;3.3657927556e-009;-5.3588017579e-008;-2.2153081147e-008;-5.0543707886e-008;-6.8816078169e-008;
3.5891601563e+001;-4.5175312380e-008;3.3732359128e-009;-5.3619018558e-008;-2.2157731649e-008;-5.0508884186e-008;-6.8833827527e-008;
3.5895507813e+001;-4.5198266463e-008;3.3613223316e-009;-5.3617611684e-008;-2.2167029101e-008;-5.0528555562e-008;-6.8847327839e-008;
3.5899414063e+001;-4.5213266020e-008;3.3379201625e-009;-5.3588173898e-008;-2.2173466618e-008;-5.0518092820e-008;-6.8856628843e-008;
3.5903320313e+001;-4.5215834632e-008;3.3205975747e-009;-5.3603216088e-008;-2.2175724368e-008;-5.0507811267e-008;-6.8850170010e-008;
3.5907226563e+001;-4.5214694211e-008;3.3163283231e-009;-5.3644207298e-008;-2.2181804837e-008;-5.0489283865e-008;-6.8864743241e-008;
3.5911132813e+001;-4.5211944411e-008;3.3173788161e-009;-5.3686004975e-008;-2.2187951032e-008;-5.0483290437e-008;-6.8853296398e-008;
3.5915039063e+001;-4.5206782318e-008;3.3189881954e-009;-5.3730484950e-008;-2.2210839390e-008;-5.0486221426e-008;-6.8831461419e-008;
3.5919921875e+001;-4.5209979760e-008;3.3127520727e-009;-5.3743985262e-008;-2.2182295112e-008;-5.0460560175e-008;-6.8814003384e-008;
3.5923828125e+001;-4.5208548016e-008;3.3191445148e-009;-5.3750515150e-008;-2.2184083903e-008;-5.0429402876e-008;-6.8811658593e-008;
3.5927734375e+001;-4.5216708600e-008;3.3039901925e-009;-5.3750110141e-008;-2.2207261807e-008;-5.0448356603e-008;-6.8819950627e-008;
3.5931640625e+001;-4.5214626709e-008;3.2884557299e-009;-5.3742645889e-008;-2.2238509700e-008;-5.0457810374e-008;-6.8804681064e-008;
3.5935546875e+001;-4.5181838715e-008;3.3289346835e-009;-5.3716025405e-008;-2.2224741159e-008;-5.0416392838e-008;-6.8772827433e-008;
3.5939453125e+001;-4.5184854969e-008;3.3461231563e-009;-5.3661398880e-008;-2.2172349290e-008;-5.0392053197e-008;-6.8782036067e-008;
3.5943359375e+001;-4.5205531762e-008;3.3355060935e-009;-5.3675879741e-008;-2.2202300443e-008;-5.0418741182e-008;-6.8803117870e-008;
3.5947265625e+001;-4.5207386279e-008;3.3402447475e-009;-5.3711374903e-008;-2.2200802974e-008;-5.0419142639e-008;-6.8777588069e-008;
3.5951171875e+001;-4.5219902489e-008;3.3298288571e-009;-5.3721365134e-008;-2.2203172634e-008;-5.0426539389e-008;-6.8769637096e-008;
3.5955078125e+001;-4.5237605661e-008;3.2722282661e-009;-5.3765756292e-008;-2.2236095631e-008;-5.0417398256e-008;-6.8807139542e-008;
3.5959960938e+001;-4.5242636304e-008;3.2453169041e-009;-5.3812627243e-008;-2.2300312708e-008;-5.0379288297e-008;-6.8797014308e-008;
3.5963867188e+001;-4.5279985983e-008;3.3000786548e-009;-5.3812652112e-008;-2.2265465915e-008;-5.0372406690e-008;-6.8725711344e-008;
3.5967773438e+001;-4.5188230047e-008;3.3401552635e-009;-5.3684686918e-008;-2.2183904491e-008;-5.0302688237e-008;-6.8812731513e-008;
3.5971679688e+001;-4.5196991039e-008;3.3106062336e-009;-5.3565397451e-008;-2.2226730678e-008;-5.0419881603e-008;-6.8858327040e-008;
3.5975585938e+001;-4.5272049221e-008;3.2677356376e-009;-5.3698791191e-008;-2.2329951221e-008;-5.0409283858e-008;-6.8844911993e-008;
3.5979492188e+001;-4.5183359276e-008;3.3165070690e-009;-5.3657419841e-008;-2.2273535905e-008;-5.0414001862e-008;-6.8807317177e-008;
3.5983398438e+001;-4.5181725028e-008;3.1903315545e-009;-5.3631424635e-008;-2.2191459337e-008;-5.0441403943e-008;-6.8850994239e-008;
3.5987304688e+001;-4.5308127028e-008;3.0492472991e-009;-5.3815938372e-008;-2.2278296541e-008;-5.0430070786e-008;-6.8810983578e-008;
3.5991210938e+001;-4.5165030826e-008;3.3338967143e-009;-5.3852257764e-008;-2.2258760168e-008;-5.0276202757e-008;-6.8802265218e-008;
3.5995117188e+001;-4.5143838889e-008;3.1783733423e-009;-5.3405781131e-008;-2.2201250616e-008;-5.0447148681e-008;-6.8871379710e-008;
3.5999023438e+001;-4.5271200122e-008;3.1248856835e-009;-5.3569465308e-008;-2.2245171039e-008;-5.0511388849e-008;-6.8867223035e-008;
3.6003906250e+001;-4.5304236806e-008;3.0207041313e-009;-5.3760459195e-008;-2.2299508018e-008;-5.0465164492e-008;-6.8861183422e-008;
3.6007812500e+001;-4.5347821498e-008;2.8911086858e-009;-5.3947836420e-008;-2.2484915263e-008;-5.0404434404e-008;-6.8828661881e-008;
3.6011718750e+001;-4.5140890137e-008;3.3721629933e-009;-5.3535153199e-008;-2.2202724992e-008;-5.0340197788e-008;-6.8975381851e-008;
3.6015625000e+001;-4.5130853721e-008;3.3560250134e-009;-5.3367426034e-008;-2.2192107707e-008;-5.0488008441e-008;-6.8981215406e-008;
3.6019531250e+001;-4.5126853365e-008;3.3342768546e-009;-5.3497199559e-008;-2.2310953085e-008;-5.0447326316e-008;-6.8841984557e-008;
3.6023437500e+001;-4.5079868727e-008;3.3199940574e-009;-5.3530595068e-008;-2.2348524809e-008;-5.0494310955e-008;-6.8889910665e-008;
3.6027343750e+001;-4.5050878583e-008;3.4359994849e-009;-5.3304418657e-008;-2.2291663626e-008;-5.0478821123e-008;-6.8997842106e-008;
3.6031250000e+001;-4.5058456521e-008;3.4322891196e-009;-5.3355023510e-008;-2.2288466184e-008;-5.0566239196e-008;-6.8969235656e-008;
3.6035156250e+001;-4.5070436272e-008;3.4270588589e-009;-5.3390515120e-008;-2.2280687517e-008;-5.0578510269e-008;-6.8936671482e-008;
3.6039062500e+001;-4.5092498624e-008;3.4117255687e-009;-5.3403415023e-008;-2.2305432168e-008;-5.0549566311e-008;-6.8931413466e-008;
3.6043945313e+001;-4.5096388845e-008;3.3918772235e-009;-5.3411302048e-008;-2.2332812932e-008;-5.0557009246e-008;-6.8928578401e-008;
3.6047851563e+001;-4.5136932414e-008;3.3428375623e-009;-5.3430259328e-008;-2.2361064111e-008;-5.0610829305e-008;-6.8935527509e-008;
3.6051757813e+001;-4.5171937302e-008;3.2867122357e-009;-5.3468525607e-008;-2.2399442301e-008;-5.0629875403e-008;-6.8962528132e-008;
3.6055664063e+001;-4.5161520745e-008;3.3077451889e-009;-5.3497782204e-008;-2.2383572329e-008;-5.0626610459e-008;-6.8943663223e-008;
3.6059570313e+001;-4.5141561600e-008;3.3229667906e-009;-5.3538329325e-008;-2.2360193697e-008;-5.0636000282e-008;-6.8938120990e-008;
3.6063476563e+001;-4.5132328097e-008;3.3397975496e-009;-5.3573913306e-008;-2.2361399843e-008;-5.0610807989e-008;-6.8931683472e-008;
3.6067382813e+001;-4.5123009329e-008;3.3484923723e-009;-5.3599190863e-008;-2.2342938166e-008;-5.0619568981e-008;-6.8933495356e-008;
3.6071289063e+001;-4.5103337953e-008;3.3460785254e-009;-5.3620762941e-008;-2.2328476845e-008;-5.0605354573e-008;-6.8938099673e-008;
3.6075195313e+001;-4.5089926459e-008;3.3731464288e-009;-5.3671811884e-008;-2.2317367510e-008;-5.0580634792e-008;-6.8928400765e-008;
3.6079101563e+001;-4.5075221777e-008;3.3845235503e-009;-5.3691504576e-008;-2.2304895708e-008;-5.0597485313e-008;-6.8893683647e-008;
3.6083984375e+001;-4.5081524291e-008;3.3730793714e-009;-5.3709541703e-008;-2.2317859560e-008;-5.0648583994e-008;-6.8897264782e-008;
3.6087890625e+001;-4.5087400480e-008;3.3795612975e-009;-5.3704358294e-008;-2.2300692848e-008;-5.0652964489e-008;-6.8878819093e-008;
3.6091796875e+001;-4.5089326051e-008;3.3907818775e-009;-5.3710369485e-008;-2.2316047676e-008;-5.0672387175e-008;-6.8878975412e-008;
3.6095703125e+001;-4.5079868727e-008;3.3851270675e-009;-5.3706301628e-008;-2.2332232064e-008;-5.0687965825e-008;-6.8884162374e-008;
3.6099609375e+001;-4.5067956478e-008;3.3917877396e-009;-5.3683102408e-008;-2.2315937542e-008;-5.0663960138e-008;-6.8873077907e-008;
3.6103515625e+001;-4.5021216977e-008;3.4529197279e-009;-5.3620805573e-008;-2.2256772425e-008;-5.0622656289e-008;-6.8807679554e-008;
3.6107421875e+001;-4.5059550757e-008;3.3933300614e-009;-5.3647472242e-008;-2.2318083381e-008;-5.0658240269e-008;-6.8873255543e-008;
3.6111328125e+001;-4.5111161029e-008;3.3191445148e-009;-5.3682317258e-008;-2.2386434040e-008;-5.0698606202e-008;-6.8957255905e-008;
3.6115234375e+001;-4.5095514878e-008;3.3236595698e-009;-5.3659206856e-008;-2.2381293263e-008;-5.0672657181e-008;-6.8960744670e-008;
3.6119140625e+001;-4.5105863933e-008;3.3465701321e-009;-5.3647180920e-008;-2.2352928397e-008;-5.0659267004e-008;-6.8931996111e-008;
3.6123046875e+001;-4.5106357760e-008;3.3543485767e-009;-5.3647628562e-008;-2.2353331630e-008;-5.0641943972e-008;-6.8938923903e-008;
3.6127929688e+001;-4.5112770408e-008;3.3294711432e-009;-5.3659540811e-008;-2.2366474894e-008;-5.0654460182e-008;-6.8980256174e-008;
3.6131835938e+001;-4.5085123190e-008;3.3204410332e-009;-5.3652993159e-008;-2.2367881769e-008;-5.0641162375e-008;-6.8979986168e-008;
3.6135742188e+001;-4.5052825470e-008;3.3464584437e-009;-5.3632273733e-008;-2.2344725181e-008;-5.0602761092e-008;-6.8939733922e-008;
3.6139648438e+001;-4.5070525090e-008;3.3394400578e-009;-5.3647269738e-008;-2.2347073525e-008;-5.0614875846e-008;-6.8921309548e-008;
3.6143554688e+001;-4.5096701484e-008;3.3290463719e-009;-5.3678629541e-008;-2.2370720387e-008;-5.0644111127e-008;-6.8936266473e-008;
3.6147460938e+001;-4.5086196110e-008;3.3416527323e-009;-5.3668593125e-008;-2.2350917561e-008;-5.0603208734e-008;-6.8909891127e-008;
3.6151367188e+001;-4.5095962520e-008;3.3344331740e-009;-5.3656592058e-008;-2.2341284378e-008;-5.0595563295e-008;-6.8886848226e-008;
3.6155273438e+001;-4.5094957102e-008;3.3549745204e-009;-5.3651586285e-008;-2.2329235350e-008;-5.0596415946e-008;-6.8840328993e-008;
3.6159179688e+001;-4.5105441160e-008;3.3394846888e-009;-5.3675613287e-008;-2.2359321505e-008;-5.0609870073e-008;-6.8881305992e-008;
3.6163085938e+001;-4.5092878764e-008;3.3380989084e-009;-5.3665868194e-008;-2.2353711771e-008;-5.0594895384e-008;-6.8881639947e-008;
3.6167968750e+001;-4.5056800957e-008;3.3468383620e-009;-5.3648925302e-008;-2.2300357116e-008;-5.0571625110e-008;-6.8853516666e-008;
3.6171875000e+001;-4.5066883558e-008;3.3374953912e-009;-5.3647248421e-008;-2.2299888158e-008;-5.0568072396e-008;-6.8868672543e-008;
3.6175781250e+001;-4.5106624214e-008;3.3113662923e-009;-5.3677332801e-008;-2.2346245743e-008;-5.0582691813e-008;-6.8893463379e-008;
3.6179687500e+001;-4.5113420555e-008;3.3146518863e-009;-5.3664056310e-008;-2.2332722338e-008;-5.0579359367e-008;-6.8873880821e-008;
3.6183593750e+001;-4.5086238742e-008;3.3321756465e-009;-5.3629523933e-008;-2.2301565039e-008;-5.0570239551e-008;-6.8857993085e-008;
3.6187500000e+001;-4.5078305533e-008;3.3427034474e-009;-5.3608669504e-008;-2.2288666912e-008;-5.0559577858e-008;-6.8846702561e-008;
3.6191406250e+001;-4.5069342036e-008;3.3316169823e-009;-5.3623868013e-008;-2.2302122815e-008;-5.0568228716e-008;-6.8879629112e-008;
3.6195312500e+001;-4.5086956391e-008;3.2997655719e-009;-5.3627893237e-008;-2.2320071125e-008;-5.0603947699e-008;-6.8911234052e-008;
3.6199218750e+001;-4.5078326849e-008;3.3199940574e-009;-5.3588554039e-008;-2.2303307645e-008;-5.0580791111e-008;-6.8892212823e-008;
3.6203125000e+001;-4.5099024959e-008;3.3130425070e-009;-5.3570470726e-008;-2.2301632541e-008;-5.0581171251e-008;-6.8864316916e-008;
3.6207031250e+001;-4.5124572523e-008;3.2956306573e-009;-5.3573444347e-008;-2.2311331449e-008;-5.0589417100e-008;-6.8903922568e-008;
3.6211914063e+001;-4.5112837910e-008;3.3199940574e-009;-5.3559205071e-008;-2.2283280998e-008;-5.0567646070e-008;-6.8903545980e-008;
3.6215820313e+001;-4.5096363976e-008;3.3187423920e-009;-5.3563226743e-008;-2.2263767718e-008;-5.0539551211e-008;-6.8889079330e-008;
3.6219726563e+001;-4.5073992538e-008;3.3184741621e-009;-5.3555428536e-008;-2.2240678632e-008;-5.0527862783e-008;-6.8865993796e-008;
3.6223632813e+001;-4.5071534061e-008;3.3055325144e-009;-5.3583523396e-008;-2.2262002020e-008;-5.0534165297e-008;-6.8891516491e-008;
3.6227539063e+001;-4.5077367616e-008;3.2887461643e-009;-5.3620158980e-008;-2.2301989588e-008;-5.0546994146e-008;-6.8918964757e-008;
3.6231445313e+001;-4.5114067149e-008;3.2828006979e-009;-5.3635023534e-008;-2.2301877678e-008;-5.0545473584e-008;-6.8914985718e-008;
3.6235351563e+001;-4.5106848034e-008;3.3177811609e-009;-5.3606367345e-008;-2.2249283305e-008;-5.0491806292e-008;-6.8870733116e-008;
3.6239257813e+001;-4.5093056400e-008;3.3045488568e-009;-5.3616336260e-008;-2.2266450017e-008;-5.0514785244e-008;-6.8871443659e-008;
3.6243164063e+001;-4.5110713387e-008;3.3009504019e-009;-5.3639134023e-008;-2.2269512456e-008;-5.0532690921e-008;-6.8881838899e-008;
3.6247070313e+001;-4.5084405542e-008;3.3350813222e-009;-5.3629346297e-008;-2.2226217311e-008;-5.0527884099e-008;-6.8833266198e-008;
3.6251953125e+001;-4.5073679900e-008;3.2990279397e-009;-5.3658180121e-008;-2.2243874298e-008;-5.0555755138e-008;-6.8844961731e-008;
3.6255859375e+001;-4.5043972108e-008;3.3142273370e-009;-5.3660702548e-008;-2.2240030262e-008;-5.0549207486e-008;-6.8826857103e-008;
3.6259765625e+001;-4.5090889245e-008;3.3198150895e-009;-5.3690321522e-008;-2.2257866661e-008;-5.0589171963e-008;-6.8851576884e-008;
3.6263671875e+001;-4.5107181990e-008;3.2980893572e-009;-5.3684082957e-008;-2.2266226196e-008;-5.0591719258e-008;-6.8861609748e-008;
3.6267578125e+001;-4.5106332891e-008;3.2781961590e-009;-5.3692890134e-008;-2.2281426482e-008;-5.0619906489e-008;-6.8885412929e-008;
3.6271484375e+001;-4.5107675817e-008;3.2998550559e-009;-5.3699505287e-008;-2.2272686806e-008;-5.0646750793e-008;-6.8856088831e-008;
3.6275390625e+001;-4.5095696066e-008;3.2944906803e-009;-5.3713275605e-008;-2.2290590707e-008;-5.0659803463e-008;-6.8859712599e-008;
3.6279296875e+001;-4.5095024603e-008;3.3046829717e-009;-5.3706703085e-008;-2.2293965785e-008;-5.0654616501e-008;-6.8843839074e-008;
3.6283203125e+001;-4.5127926285e-008;3.2922331528e-009;-5.3712629011e-008;-2.2311935410e-008;-5.0676991492e-008;-6.8852358481e-008;
3.6287109375e+001;-4.5078841993e-008;3.3159484047e-009;-5.3721546323e-008;-2.2270741695e-008;-5.0660830198e-008;-6.8811630172e-008;
3.6291992188e+001;-4.5067508836e-008;3.3323768189e-009;-5.3755787377e-008;-2.2286432255e-008;-5.0680814212e-008;-6.8777147533e-008;
3.6295898438e+001;-4.5080920330e-008;3.3223186424e-009;-5.3734130034e-008;-2.2306437586e-008;-5.0710163180e-008;-6.8763931438e-008;
3.6299804688e+001;-4.5076113508e-008;3.3276605915e-009;-5.3712692960e-008;-2.2325435722e-008;-5.0680881714e-008;-6.8751418780e-008;
3.6303710938e+001;-4.5094779466e-008;3.3028502155e-009;-5.3710369485e-008;-2.2349821549e-008;-5.0643620852e-008;-6.8753408300e-008;
3.6307617188e+001;-4.5095561063e-008;3.3148976897e-009;-5.3724562576e-008;-2.2329883720e-008;-5.0573103039e-008;-6.8737023184e-008;
3.6311523438e+001;-4.5100566837e-008;3.2941778194e-009;-5.3717254644e-008;-2.2326419824e-008;-5.0507811267e-008;-6.8735346304e-008;
3.6315429688e+001;-4.5104748381e-008;3.2685849582e-009;-5.3661306509e-008;-2.2366831942e-008;-5.0471847146e-008;-6.8758772898e-008;
3.6319335938e+001;-4.5126540726e-008;3.2719378318e-009;-5.3577220882e-008;-2.2405655997e-008;-5.0437918730e-008;-6.8712097345e-008;
3.6323242188e+001;-4.5118873970e-008;3.2516647153e-009;-5.3482047235e-008;-2.2414976542e-008;-5.0390152495e-008;-6.8672960651e-008;
3.6327148438e+001;-4.5084473044e-008;3.2532292416e-009;-5.3393890198e-008;-2.2408718436e-008;-5.0343416547e-008;-6.8665762853e-008;
3.6331054688e+001;-4.5083893951e-008;3.2618570067e-009;-5.3327507743e-008;-2.2393184196e-008;-5.0317577660e-008;-6.8666992092e-008;
3.6335937500e+001;-4.5065764454e-008;3.2647629045e-009;-5.3267669387e-008;-2.2379975206e-008;-5.0228905479e-008;-6.8708637002e-008;
3.6339843750e+001;-4.5087535483e-008;3.2445568454e-009;-5.3179718407e-008;-2.2372956821e-008;-5.0150450903e-008;-6.8731168312e-008;
3.6343750000e+001;-4.5096811618e-008;3.2685849582e-009;-5.3152717783e-008;-2.2288242363e-008;-5.0102798355e-008;-6.8721533353e-008;
3.6347656250e+001;-4.5096701484e-008;3.2745528511e-009;-5.3146614221e-008;-2.2237951924e-008;-5.0123070139e-008;-6.8750303228e-008;
3.6351562500e+001;-4.5118159875e-008;3.2282401197e-009;-5.3142187539e-008;-2.2253217935e-008;-5.0172758392e-008;-6.8837273659e-008;
3.6355468750e+001;-4.5097504398e-008;3.2205733635e-009;-5.3102244379e-008;-2.2261756882e-008;-5.0138538654e-008;-6.8848535761e-008;
3.6359375000e+001;-4.5069295851e-008;3.2522011750e-009;-5.3043820003e-008;-2.2218349827e-008;-5.0106375937e-008;-6.8859193902e-008;
3.6363281250e+001;-4.5088789591e-008;3.2611418010e-009;-5.3009976853e-008;-2.2212113038e-008;-5.0168019072e-008;-6.8879380422e-008;
3.6367187500e+001;-4.5108635049e-008;3.2419864571e-009;-5.3012346513e-008;-2.2262717891e-008;-5.0212946689e-008;-6.8951329979e-008;
3.6371093750e+001;-4.5080941646e-008;3.2421427765e-009;-5.2969969744e-008;-2.2259296628e-008;-5.0185789746e-008;-6.8979048251e-008;
3.6375976563e+001;-4.5073655031e-008;3.2509717141e-009;-5.2931657279e-008;-2.2226775087e-008;-5.0155570364e-008;-6.8986047097e-008;
3.6379882813e+001;-4.5082259703e-008;3.2705966824e-009;-5.2925443583e-008;-2.2185112414e-008;-5.0177497712e-008;-6.8962037858e-008;
3.6383789063e+001;-4.5069810994e-008;3.2724964960e-009;-5.2949651774e-008;-2.2180641324e-008;-5.0212701552e-008;-6.8987382917e-008;
3.6387695313e+001;-4.5074504129e-008;3.2577220921e-009;-5.3000970723e-008;-2.2179255765e-008;-5.0199425061e-008;-6.9007590753e-008;
3.6391601563e+001;-4.5088988543e-008;3.2561797703e-009;-5.3036242065e-008;-2.2141549039e-008;-5.0174456590e-008;-6.9006226511e-008;
3.6395507813e+001;-4.5067711341e-008;3.2532070371e-009;-5.3079759255e-008;-2.2133948008e-008;-5.0207628277e-008;-6.9037476180e-008;
3.6399414063e+001;-4.5046789410e-008;3.2876510403e-009;-5.3133916822e-008;-2.2158333834e-008;-5.0261650841e-008;-6.9061165675e-008;
3.6403320313e+001;-4.5083108802e-008;3.2555091956e-009;-5.3196568928e-008;-2.2182854664e-008;-5.0314177713e-008;-6.9103187172e-008;
3.6407226563e+001;-4.5093301537e-008;3.2484013257e-009;-5.3239215703e-008;-2.2203508365e-008;-5.0349026282e-008;-6.9138906156e-008;
3.6411132813e+001;-4.5083893951e-008;3.2555538265e-009;-5.3297778635e-008;-2.2235782993e-008;-5.0403407670e-008;-6.9138323511e-008;
3.6415039063e+001;-4.5100588153e-008;3.2901543712e-009;-5.3359290320e-008;-2.2248054066e-008;-5.0408459629e-008;-6.9110406287e-008;
3.6419921875e+001;-4.5104499691e-008;3.2959659446e-009;-5.3421853607e-008;-2.2261286148e-008;-5.0451820499e-008;-6.9103769818e-008;
3.6423828125e+001;-4.5083535127e-008;3.2897073954e-009;-5.3479698892e-008;-2.2261241739e-008;-5.0460336354e-008;-6.9110967615e-008;
3.6427734375e+001;-4.5086061107e-008;3.2975528974e-009;-5.3529991106e-008;-2.2245103537e-008;-5.0475087221e-008;-6.9104729050e-008;
3.6431640625e+001;-4.5073992538e-008;3.3250902032e-009;-5.3552835055e-008;-2.2207105488e-008;-5.0472898749e-008;-6.9051061757e-008;
3.6435546875e+001;-4.5043012875e-008;3.3374953912e-009;-5.3592753346e-008;-2.2236767094e-008;-5.0499899373e-008;-6.9007256798e-008;
3.6439453125e+001;-4.5054211029e-008;3.3288229950e-009;-5.3609003459e-008;-2.2269757594e-008;-5.0496748116e-008;-6.8987475288e-008;
3.6443359375e+001;-4.5067778842e-008;3.3227431917e-009;-5.3636071584e-008;-2.2281470891e-008;-5.0507431126e-008;-6.8994403080e-008;
3.6447265625e+001;-4.5075800870e-008;3.3134672783e-009;-5.3661082688e-008;-2.2298367597e-008;-5.0510003291e-008;-6.8977279000e-008;
3.6451171875e+001;-4.5104098234e-008;3.2828231245e-009;-5.3732431837e-008;-2.2366251073e-008;-5.0557545705e-008;-6.9025340110e-008;
3.6455078125e+001;-4.5103785595e-008;3.2549503093e-009;-5.3774407149e-008;-2.2410171496e-008;-5.0596661083e-008;-6.9046954820e-008;
3.6459960938e+001;-4.5096051338e-008;3.2763409763e-009;-5.3782812870e-008;-2.2398168653e-008;-5.0610740487e-008;-6.9015904103e-008;
3.6463867188e+001;-4.5097504398e-008;3.3104945452e-009;-5.3777423403e-008;-2.2375035158e-008;-5.0628308657e-008;-6.8962734190e-008;
3.6467773438e+001;-4.5094779466e-008;3.3032079294e-009;-5.3806036959e-008;-2.2392089960e-008;-5.0624802128e-008;-6.8957476174e-008;
3.6471679688e+001;-4.5093280221e-008;3.2793807669e-009;-5.3833751679e-008;-2.2396559274e-008;-5.0684256792e-008;-6.8957433541e-008;
3.6475585938e+001;-4.5113015545e-008;3.2746199086e-009;-5.3859679383e-008;-2.2396626775e-008;-5.0724018763e-008;-6.8926986785e-008;
3.6479492188e+001;-4.5097369394e-008;3.2867122357e-009;-5.3865825578e-008;-2.2386254628e-008;-5.0701267185e-008;-6.8888162730e-008;
3.6483398438e+001;-4.5110983393e-008;3.2726976684e-009;-5.3880356177e-008;-2.2392692145e-008;-5.0673683916e-008;-6.8853942992e-008;
3.6487304688e+001;-4.5108098590e-008;3.3124838428e-009;-5.3866720862e-008;-2.2361332341e-008;-5.0622208647e-008;-6.8787066709e-008;
3.6491210938e+001;-4.5120213343e-008;3.3088851659e-009;-5.3873939976e-008;-2.2356415386e-008;-5.0615547309e-008;-6.8769139716e-008;
3.6495117188e+001;-4.5096410162e-008;3.3020230994e-009;-5.3877293738e-008;-2.2327247606e-008;-5.0574218591e-008;-6.8739701931e-008;
3.6499023438e+001;-4.5078191846e-008;3.3360871843e-009;-5.3870543582e-008;-2.2281536616e-008;-5.0503253135e-008;-6.8690646060e-008;
3.6503906250e+001;-4.5095561063e-008;3.3234361929e-009;-5.3893320029e-008;-2.2297809821e-008;-5.0486800518e-008;-6.8701751843e-008;
3.6507812500e+001;-4.5092541257e-008;3.3172447012e-009;-5.3901366925e-008;-2.2312159231e-008;-5.0464517898e-008;-6.8703073453e-008;
3.6511718750e+001;-4.5129489479e-008;3.2752904833e-009;-5.3918039811e-008;-2.2333370708e-008;-5.0497419579e-008;-6.8723771562e-008;
3.6515625000e+001;-4.5162593665e-008;3.2468590039e-009;-5.3966989100e-008;-2.2356683615e-008;-5.0533582652e-008;-6.8743730708e-008;
3.6519531250e+001;-4.5105664981e-008;3.2929483584e-009;-5.3954316570e-008;-2.2323849436e-008;-5.0507320992e-008;-6.8716168755e-008;
3.6523437500e+001;-4.5117509728e-008;3.3321534421e-009;-5.3919826826e-008;-2.2284755374e-008;-5.0496321791e-008;-6.8659325336e-008;
3.6527343750e+001;-4.5127791282e-008;3.3235925123e-009;-5.3911154652e-008;-2.2273088263e-008;-5.0519727068e-008;-6.8649626428e-008;
3.6531250000e+001;-4.5136864912e-008;3.3078568773e-009;-5.3910373055e-008;-2.2277715672e-008;-5.0536510088e-008;-6.8638271955e-008;
3.6535156250e+001;-4.5147640293e-008;3.3116567266e-009;-5.3936815902e-008;-2.2289807333e-008;-5.0540243990e-008;-6.8643501550e-008;
3.6539062500e+001;-4.5159641360e-008;3.2563363117e-009;-5.3935405475e-008;-2.2299463609e-008;-5.0531014040e-008;-6.8663354114e-008;
3.6543945313e+001;-4.5175713836e-008;3.2555091956e-009;-5.3915179876e-008;-2.2279973422e-008;-5.0532218410e-008;-6.8657179497e-008;
3.6547851563e+001;-4.5161787199e-008;3.2723177501e-009;-5.3875726991e-008;-2.2256704924e-008;-5.0516550942e-008;-6.8624345317e-008;
3.6551757813e+001;-4.5188453868e-008;3.2510836245e-009;-5.3877158734e-008;-2.2276262612e-008;-5.0524441519e-008;-6.8673365661e-008;
3.6555664063e+001;-4.5179177732e-008;3.2839406749e-009;-5.3843606906e-008;-2.2256012144e-008;-5.0492790393e-008;-6.8648731144e-008;
3.6559570313e+001;-4.5164338047e-008;3.2642264447e-009;-5.3818684620e-008;-2.2261600563e-008;-5.0499004089e-008;-6.8643259965e-008;
3.6563476563e+001;-4.5172360075e-008;3.2816160900e-009;-5.3770673247e-008;-2.2215711937e-008;-5.0468607071e-008;-6.8598261294e-008;
